ATPT_OFCDC_SC_CODE,ATPT_OFCDC_SC_NM,SD_SCHUL_CODE,SCHUL_NM,ENG_SCHUL_NM,SCHUL_KND_SC_NM,LCTN_SC_NM,JU_ORG_NM,FOND_SC_NM,ORG_RDNZC,ORG_RDNMA,ORG_RDNDA,ORG_TELNO,HMPG_ADRES,COEDU_SC_NM,ORG_FAXNO,HS_SC_NM,INDST_SPECL_CCCCL_EXST_YN,HS_GNRL_BUSNS_SC_NM,SPCLY_PURPS_HS_ORD_NM,ENE_BFE_SEHF_SC_NM,DGHT_SC_NM,FOND_YMD,FOAS_MEMRD,LOAD_DTM
R10,경상북도교육청,8871044,춘산초등학교,Chunsan Elementary School,초등학교,경상북도,경상북도의성교육지원청,공립,37348 ,경상북도 의성군 춘산면 금성현서로 1487,춘산초등학교,054-833-4824,https://school.gyo6.net/chunsanes,남여공학,054-832-0254,,N,일반계,,전기,주간,19310920,19310920,20260423
R10,경상북도교육청,8961055,춘양중학교,Chunyang Middle School,중학교,경상북도,경상북도봉화교육지원청,공립,36213 ,경상북도 봉화군 춘양면 서원촌길 8-14,(춘양면),054-672-3011,http://school.gyo6.net/cy,남여공학,054-673-7154,,N,일반계,,전기,주간,19511027,19511027,20260423
R10,경상북도교육청,8961056,춘양중학교서벽분교장,Chunyang Middle School Seobyeok Branch School,중학교,경상북도,경상북도봉화교육지원청,공립,36209 ,경상북도 봉화군 춘양면 춘양로 1490,"(춘양면, 춘양중학교서벽분교)",054-672-4003,http://school.gyo6.net/sbm,남여공학,054-673-5642,,N,일반계,,전기,주간,19710320,19710320,20260423
R10,경상북도교육청,8961038,춘양초등학교,Chunyang Elementary School,초등학교,경상북도,경상북도봉화교육지원청,공립,36216 ,경상북도 봉화군 춘양면 의양로 24-1,춘양초등학교 (춘양면),054-672-3013,http://school.gyo6.net/chunyanges,남여공학,054-673-2036,,N,일반계,,전기,주간,19101118,19101118,20260423
R10,경상북도교육청,8871060,탑리여자중학교,Tabri Girls Middle School,중학교,경상북도,경상북도의성교육지원청,사립,37356 ,경상북도 의성군 금성면 탑리4길 25-6,(금성면),054-832-6121,http://tabri.ms.kr,여,054-834-0417,,N,일반계,,전기,주간,19660330,19660527,20260423
R10,경상북도교육청,8881021,파천초등학교,Pacheon Elementary School,초등학교,경상북도,경상북도청송교육지원청,공립,37419 ,경상북도 청송군 파천면 안파로 1357,"(파천면,파천초등학교)",054-872-2933,https://school.gyo6.net/pacheon,남여공학,054-872-3340,,N,일반계,,전기,주간,19351001,19351001,20260423
R10,경상북도교육청,8851102,평산초등학교,PyeongSan Elementary School,초등학교,경상북도,경상북도경산교육지원청,공립,38603 ,경상북도 경산시 솔숲길 47,"(사동, 평산초등학교)",053-802-7314,https://school.gyo6.net/psps,남여공학,053-802-7316,,N,해당없음,,전기,주간,20110301,20110301,20260423
R10,경상북도교육청,8811051,평은초등학교,Pyeongeun Elementary School,초등학교,경상북도,경상북도영주교육지원청,공립,36174 ,경상북도 영주시 평은면 평은로 939,,054-637-4020,https://school.gyo6.net/yjpea,남여공학,054-637-4510,,N,일반계,,전기,주간,19220601,19220601,20260423
R10,경상북도교육청,8821050,평천초등학교,Pyeongcheon Elementary School,초등학교,경상북도,경상북도영천교육지원청,공립,38819 ,경상북도 영천시 임고면 포은로 814-40,", 평천초등학교 (임고면, 평천초등학교)",054-335-7216,https://school.gyo6.net/pyungchun,남여공학,054-336-7216,,N,일반계,,전기,주간,19470901,19470901,20260423
R10,경상북도교육청,8971052,평해중학교,Pyeonghae Middle School,중학교,경상북도,경상북도울진교육지원청,공립,36366 ,경상북도 울진군 평해읍 평해7길 61-3,", 평해중학교 (평해읍, 평해중학교)",054-787-3034,https://school.gyo6.net/py,남여공학,054-787-1397,,N,일반계,,전기,주간,19470827,19470827,20260423
R10,경상북도교육청,8971037,평해초등학교,Pyeonghae Elementary School,초등학교,경상북도,경상북도울진교육지원청,공립,36366 ,경상북도 울진군 평해읍 평해로 19,"(평해읍, 평해초등학교)",054-787-5006,https://school.gyo6.net/phes,남여공학,054-787-9024,,N,일반계,,전기,주간,19120415,19120415,20260423
R10,경상북도교육청,8750655,포은고등학교,Poeun High School,고등학교,경상북도,경상북도교육청,공립,38873 ,경상북도 영천시 금호읍 성천앞길 112-53,"(금호읍, 금호여중·포은고등학교)",054-332-6564,https://school.gyo6.net/geumho,남여공학,054-331-7592,일반고,N,일반계,,전기,주간,19831121,19840301,20260423
R10,경상북도교육청,8821070,포은초등학교,Poeun Elementary School,초등학교,경상북도,경상북도영천교육지원청,공립,38831 ,경상북도 영천시 망정4길 72,"(야사동, 영천포은초등학교)",054-338-1293,https://school.gyo6.net/poeun,남여공학,054-338-4763,,N,해당없음,,전기,주간,20030901,20040301,20260423
R10,경상북도교육청,8750133,포항고등학교,Pohang High School,고등학교,경상북도,경상북도교육청,공립,37713 ,경상북도 포항시 북구 아호로 50,포항고등학교(학산동),054-613-4500,https://school.gyo6.net/pohanghs,남,054-248-6288,자율고,N,일반계,,전기,주간,19510813,19510813,20260423
R10,경상북도교육청,8750616,포항고등학교부설방송통신고등학교,Open High School  affiliated Pohang,방송통신고등학교,경상북도,경상북도교육청,공립,37713 ,경상북도 포항시 북구 아호로 50,"(학산동, 포항고등학교)",054-613-4566,,남여공학,054-248-6288,일반고,N,일반계,,전기,주간,19750119,20020901,20260423
R10,경상북도교육청,8750625,포항과학기술고등학교,Pohang Science Technical High School,고등학교,경상북도,경상북도교육청,공립,37931 ,경상북도 포항시 남구 구룡포읍 호미로 341,"(구룡포읍, 포항과학기술고등학교)",054-276-5046,https://school.gyo6.net/psths,남여공학,054-284-2379,특성화고,N,전문계,,전기,주간,19510830,19510830,20260423
R10,경상북도교육청,8761153,포항남부초등학교,Pohang Nambu Elementary School,초등학교,경상북도,경상북도포항교육지원청,공립,37749 ,경상북도 포항시 북구 새천년대로 606,"(용흥동, 포항남부초등학교)",054-277-1366,https://school.gyo6.net/phnb,남여공학,054-273-9089,,N,일반계,,전기,주간,19410411,19410411,20260423
R10,경상북도교육청,8761154,포항대흥초등학교,Pohang Daeheung Elementary School,초등학교,경상북도,경상북도포항교육지원청,공립,37646 ,경상북도 포항시 북구 용흥로 292번길 33,", 포항대흥초등학교 (용흥동)",054-246-0737,https://school.gyo6.net/phdh,남여공학,054-247-6544,,N,일반계,,전기,주간,19920901,19920901,20260423
R10,경상북도교육청,8761155,포항동부초등학교,Pohang Dongbu Elementary School,초등학교,경상북도,경상북도포항교육지원청,공립,37620 ,경상북도 포항시 북구 삼호로 273,"(두호동,포항동부초등학교)",054-247-4403,https://school.gyo6.net/phdongbues,남여공학,054-255-9373,,N,일반계,,전기,주간,19350526,19350526,20260423
R10,경상북도교육청,8750542,포항동성고등학교,Pohang Dongsung High School,고등학교,경상북도,경상북도교육청,사립,37925 ,경상북도 포항시 남구 동해면 일월로41번길 26,"(동해면, 포항동해중학교, 포항동성고등학교)",054-286-3009,https://school.gyo6.net/phds,남여공학,054-284-6755,일반고,N,일반계,,전기,주간,19901008,19901008,20260423
R10,경상북도교육청,8761212,포항동해중학교,Pohang Donghae Middle School,중학교,경상북도,경상북도포항교육지원청,사립,37925 ,경상북도 포항시 남구 동해면 일월로41번길 26,"(동해면,포항동해중학교)",054-284-3008,http://school.gyo6.net/pohangdh,남여공학,054-272-1284,,N,일반계,,전기,주간,19480901,19480901,20260423
R10,경상북도교육청,8750361,포항명도학교,Pohang Myeongdo School,특수학교,경상북도,경상북도교육청,사립,37642 ,경상북도 포항시 북구 소티재로 133,"(우현동, 포항명도학교)",054-248-5370,http://school.gyo6.net/phmd,남여공학,054-248-5374,,N,일반계,,전기,주간,19881118,19890310,20260423
R10,경상북도교육청,8750769,포항보건고등학교,PoHang Health High School,고등학교,경상북도,경상북도교육청,사립,37507 ,경상북도 포항시 북구 죽장면 일광길 2,"(죽장면, 서포중학교,포항보건고등학교)",054-243-3203,https://school.gyo6.net/gbnursinghs,남여공학,054-243-3205,특성화고,N,전문계,,전기,주간,19540406,19821130,20260423
R10,경상북도교육청,8761229,포항송곡초등학교,Pohang Songgok Elementary School,초등학교,경상북도,경상북도포항교육지원청,공립,37574 ,경상북도 포항시 북구 장량중앙로 27,(양덕동),054-254-0063,http://school.gyo6.net/phsges,남여공학,054-254-0065,,N,,,전기,주간,20120301,20120301,20260423
R10,경상북도교육청,8761156,포항송도초등학교,Pohang Songdo Elementary School,초등학교,경상북도,경상북도포항교육지원청,공립,37797 ,경상북도 포항시 남구 송도로 80,(송도동),054-247-4139,http://school.gyo6.net/posong,남여공학,054-244-4208,,N,일반계,,전기,주간,19690301,19700305,20260423
R10,경상북도교육청,8761157,포항양덕초등학교,Yangdeok Elementary School,초등학교,경상북도,경상북도포항교육지원청,공립,37596 ,경상북도 포항시 북구 양덕로 20-5,"(양덕동, 양덕초등학교)",054-255-0072,http://school.gyo6.net/phyangdeok,남여공학,054-255-0076,,N,,,전기,주간,20100301,20100301,20260423
R10,경상북도교육청,8750134,포항여자고등학교,Pohang Girls High School,고등학교,경상북도,경상북도교육청,공립,37719 ,경상북도 포항시 북구 장미길 10,(학산동),054-250-5855,https://school.gyo6.net/poyogohs,여,054-248-3227,자율고,N,일반계,,전기,주간,19390313,19390313,20260423
R10,경상북도교육청,8750292,포항여자전자고등학교,Pohang Girls Electronic High School,고등학교,경상북도,경상북도교육청,공립,37644 ,경상북도 포항시 북구 용흥로291번길 19,"(용흥동, 포항여자전자고등학교)",054-240-6800,http://school.gyo6.net/pgeh,여,054-240-6860,특성화고,N,전문계,,전기,주간,19950301,19950301,20260423
R10,경상북도교육청,8761198,포항여자중학교,Pohang Girls Middle School,중학교,경상북도,경상북도포항교육지원청,공립,37721 ,경상북도 포항시 북구 장미길 49,"(우현동,포항여자중학교)",054-241-0666,https://school.gyo6.net/ph-g,여,054-246-3416,,N,일반계,,전기,주간,19390313,19390313,20260423
R10,경상북도교육청,8750208,포항영신고등학교,Pohang Youngshin High School,고등학교,경상북도,경상북도교육청,사립,37642 ,경상북도 포항시 북구 소티재로 107,"(우현동, 영신중학교, 영신고등학교)",054-250-7750,https://school.gyo6.net/physhs,남,054-250-7710,일반고,N,일반계,,전기,주간,19910928,19910930,20260423
R10,경상북도교육청,8761205,포항영신중학교,Pohang Youngshin Middle School,중학교,경상북도,경상북도포항교육지원청,사립,37642 ,경상북도 포항시 북구 소티재로 107,(우현동),054-250-3742,https://school.gyo6.net/physms,남,054-250-3788,,N,일반계,,전기,주간,19931230,19931230,20260423
R10,경상북도교육청,8761158,포항영흥초등학교,Pohang yeongheung Elementary School,초등학교,경상북도,경상북도포항교육지원청,공립,37787 ,경상북도 포항시 북구 중앙로 212,", 6-7 (죽도동)",054-281-3565,http://school.gyo6.net/phyh,남여공학,054-274-7769,,N,일반계,,전기,주간,19111101,19111101,20260423
R10,경상북도교육청,8750209,포항예술고등학교,Pohang Arts High School,고등학교,경상북도,경상북도교육청,사립,37653 ,경상북도 포항시 북구 흥해읍 연화길 56,"(흥해읍,포항예술고등학교)",054-262-5400,https://school.gyo6.net/pharts,남여공학,054-262-5403,일반고,N,일반계,,전기,주간,19970905,19970905,20260423
R10,경상북도교육청,8761272,포항용산초등학교,포항용산초등학교,초등학교,경상북도,경상북도포항교육지원청,공립,37917 ,경상북도 포항시 남구 오천읍 정몽주로 309,포항용산초등학교,054-613-3000,https://school.gyo6.net/phys,남여공학,054-613-3080,,N,,,전기,주간,20240301,20240301,20260423
R10,경상북도교육청,8761159,포항원동초등학교,Pohang Wondong Elementary School,초등학교,경상북도,경상북도포항교육지원청,공립,37883 ,경상북도 포항시 남구 오천읍 냉천로340번길 64,"(오천읍,원동초등학교)",054-291-3013,https://school.gyo6.net/ph-one,남여공학,054-291-3043,,N,해당없음,,전기,주간,20090301,20090301,20260423
R10,경상북도교육청,8750539,포항이동고등학교,Pohang Idong High School,고등학교,경상북도,경상북도교육청,공립,37659 ,경상북도 포항시 남구 희망대로 412,"(이동, 포항이동고등학교)",054-278-8063,http://school.gyo6.net/idonghs,남여공학,054-278-8011,일반고,N,일반계,,전기,주간,20040301,20060509,20260423
R10,경상북도교육청,8761246,포항이동중학교,Pohang Edong Middle School,중학교,경상북도,경상북도포항교육지원청,공립,37677 ,경상북도 포항시 남구 대이로 170,"(이동,포항이동중학교)",054-278-5348,http://school.gyo6.net/2dongms,남여공학,054-278-5794,,N,해당없음,,전기,주간,20010809,20030301,20260423
R10,경상북도교육청,8750534,포항장성고등학교,Pohang Jangseong High School,고등학교,경상북도,경상북도교육청,공립,37579 ,경상북도 포항시 북구 법원로 117,(장성동),054-250-0702,https://school.gyo6.net/phjshs,남여공학,054-244-7040,일반고,N,일반계,,전기,주간,20040301,20040301,20260423
R10,경상북도교육청,8761160,포항장원초등학교,Pohang Jangwon Elementary School,초등학교,경상북도,경상북도포항교육지원청,공립,37583 ,경상북도 포항시 북구 법원로63번길 10,", 포항장원초등학교 (장성동)",054-242-3582,http://school.gyo6.net/phjw,남여공학,054-242-3584,,N,해당없음,,전기,주간,20050301,20050301,20260423
R10,경상북도교육청,8761161,포항장흥초등학교,Pohang Jangheung Elementary School,초등학교,경상북도,경상북도포항교육지원청,공립,37588 ,경상북도 포항시 북구 양덕남로 11,"(장성동, 포항장흥초등학교)",054-243-8808,https://school.gyo6.net/jjangki,남여공학,054-243-8809,,N,해당없음,,전기,주간,20050301,20050301,20260423
R10,경상북도교육청,8750210,포항제철고등학교,Pohang Jecheol High School,고등학교,경상북도,경상북도교육청,사립,37667 ,경상북도 포항시 남구 지곡로212번길 40,", 포항제철고등학교 (지곡동)",054-279-4710,https://school.gyo6.net/pocheolhs,남여공학,054-279-4720,자율고,N,일반계,,전기,주간,19801126,19810306,20260423
R10,경상북도교육청,8750337,포항제철공업고등학교,Pohang Jecheol Technical High School,고등학교,경상북도,경상북도교육청,사립,37666 ,경상북도 포항시 남구 지곡로 150,", 포항제철공업고등학교 (지곡동)",054-279-4613,http://school.gyo6.net/pocheoltechhs,남,054-279-4679,특목고,N,전문계,산업수요 맞춤형 고등학교,전기,주간,19691122,19710403,20260423
R10,경상북도교육청,8761206,포항제철중학교,Pohang Jecheol Middle School,중학교,경상북도,경상북도포항교육지원청,사립,37666 ,경상북도 포항시 남구 지곡로 150,"(지곡동,포항제철중학교)",054-279-4725,school.gyo6.net/pocheolms,남여공학,054-279-4059,,N,일반계,,전기,주간,19770107,19790614,20260423
R10,경상북도교육청,8761174,포항제철지곡초등학교,Pohang Jecheol Jigok Elementary School,초등학교,경상북도,경상북도포항교육지원청,사립,37670 ,경상북도 포항시 남구 지곡로 295,(지곡동),054-279-4020,https://school.gyo6.net/posjigok,남여공학,054-279-4029,,N,일반계,,전기,주간,19971006,19971006,20260423
R10,경상북도교육청,8761256,포항제철초등학교,Pohang Jecheol Elementary School,초등학교,경상북도,경상북도포항교육지원청,사립,37666 ,경상북도 포항시 남구 지곡로 60,(지곡동),054-279-4745,https://school.gyo6.net/posco,남여공학,054-279-4759,,N,일반계,,전기,주간,19861117,19861117,20260423
R10,경상북도교육청,8750211,포항중앙고등학교,Pohang Jungang High School,고등학교,경상북도,경상북도교육청,사립,37642 ,경상북도 포항시 북구 소티재로151번길 11,"(우현동,포항중앙고등학교)",054-720-1000,http://school.gyo6.net/pojungang,남,054-241-4054,일반고,N,일반계,,전기,주간,19821130,19821130,20260423
R10,경상북도교육청,8750212,포항중앙여자고등학교,Pohang Jungang Girls' High School,고등학교,경상북도,경상북도교육청,사립,37642 ,경상북도 포항시 북구 소티재로151번길 7,"(우현동,포항중앙여자고등학교)",054-700-2000,http://school.gyo6.net/pjgh,여,054-248-3055,일반고,N,일반계,,전기,주간,19851230,19820419,20260423
R10,경상북도교육청,8761162,포항중앙초등학교,Pohang Jungang Elementary School,초등학교,경상북도,경상북도포항교육지원청,공립,37636 ,경상북도 포항시 북구 우창동로 73,(우현동),054-242-4990,http://school.gyo6.net/phja,남여공학,054-244-1361,,N,일반계,,전기,주간,19451101,19460413,20260423
R10,경상북도교육청,8761199,포항중학교,Pohang Middle School,중학교,경상북도,경상북도포항교육지원청,공립,37719 ,경상북도 포항시 북구 학산로 45,(학산동),054-241-1992,https://school.gyo6.net/pohangms,남,054-242-1014,,N,일반계,,전기,주간,19430331,19430331,20260423
R10,경상북도교육청,8761257,포항중학교부설방송통신중학교,포항중학교부설방송통신중학교,방송통신중학교,경상북도,경상북도포항교육지원청,공립,37719 ,경상북도 포항시 북구 학산로 45,(학산동),054-614-1993,http://school.gyo6.net/pohangms/,남여공학,054-614-1992,,N,일반계,,전기,주간,20180301,20180310,20260423
R10,경상북도교육청,8761163,포항초등학교,Pohang Elementary School,초등학교,경상북도,경상북도포항교육지원청,공립,37703 ,경상북도 포항시 북구 서동로47번길 23,"(덕산동, 포항초등학교)",054-246-3314,school.gyo6.net/pohanges,남여공학,054-247-3027,,N,일반계,,전기,주간,19170410,19170410,20260423
R10,경상북도교육청,8761273,포항펜타초등학교,포항펜타초등학교,초등학교,경상북도,경상북도포항교육지원청,공립,37653 ,경상북도 포항시 북구 흥해읍 펜타시티단지로 47,포항펜타초등학교,054-726-1091,http://school.gyo6.net/phpentaes/main.do,남여공학,054-726-1081,,N,,,전기,주간,20260301,20260301,20260423
R10,경상북도교육청,8761230,포항포은중학교,Pohang Poeun Middle School,중학교,경상북도,경상북도포항교육지원청,공립,37885 ,경상북도 포항시 남구 오천읍 냉천로340번길 30,", 포항포은중학교 (오천읍)",054-293-4232,https://school.gyo6.net/phpoeunms,남여공학,054-293-4230,,N,,,전기,주간,20120301,20120523,20260423
R10,경상북도교육청,8761200,포항항도중학교,Pohang Hangdo Middle School,중학교,경상북도,경상북도포항교육지원청,공립,37764 ,경상북도 포항시 북구 중흥로 170,"(죽도동, 포항항도중학교)",054-283-4697,http://school.gyo6.net/phhangdo,남여공학,054-283-4698,,N,일반계,,전기,주간,19821210,19821210,20260423
R10,경상북도교육청,8761164,포항항도초등학교,Pohang Hangdo Elementary School,초등학교,경상북도,경상북도포항교육지원청,공립,37717 ,경상북도 포항시 북구 항도길 13,", 포항항도초등학교 (학산동)",054-247-2721,https://school.gyo6.net/hangdoes,남여공학,054-231-2985,,N,일반계,,전기,주간,19620928,19620928,20260423
R10,경상북도교육청,8761165,포항해맞이초등학교,Pohang haemajji Elementary School,초등학교,경상북도,경상북도포항교육지원청,공립,37604 ,경상북도 포항시 북구 환호로 37,"(환호동, 포항해맞이초등학교)",054-241-8831,https://school.gyo6.net/haeschool,남여공학,054-241-8834,,N,해당없음,,전기,주간,20080301,20080301,20260423
R10,경상북도교육청,8761275,포항해오름중학교,포항해오름중학교,중학교,경상북도,경상북도포항교육지원청,공립,37882 ,경상북도 포항시 남구 오천읍 하원로26번길 20-11,포항해오름중학교,054-288-6834,http://school.gyo6.net/phsunrisems,남여공학,054-726-2717,,N,,,전기,주간,20260301,20260301,20260423
R10,경상북도교육청,8750670,포항흥해공업고등학교,PohangHeunghae Technical High School,고등학교,경상북도,경상북도교육청,공립,37544 ,경상북도 포항시 북구 흥해읍 동해대로1475번길 42,", 포항흥해공업고등학교 (흥해읍, 흥해공업고등학교)",054-261-1121,http://school.gyo6.net/phth,남여공학,054-262-1204,특성화고,N,전문계,,전기,주간,19930301,19930301,20260423
R10,경상북도교육청,8911041,풍각중학교,Punggak Middle  School ,중학교,경상북도,경상북도청도교육지원청,공립,38309 ,경상북도 청도군 풍각면 헐티로 185,"(풍각면, 풍각중학교)",054-370-9355,https://school.gyo6.net/punggakms,남여공학,054-373-4528,,N,일반계,,전기,주간,19520401,19520401,20260423
R10,경상북도교육청,8911036,풍각초등학교,Punggak Elementary School,초등학교,경상북도,경상북도청도교육지원청,공립,38308 ,경상북도 청도군 풍각면 송서10길 22,"(풍각면,풍각초등학교)",054-372-2086,https://school.gyo6.net/pk,남여공학,054-372-5397,,N,일반계,,전기,주간,19220520,19220520,20260423
R10,경상북도교육청,8811052,풍기북부초등학교,PungGi Bukbu Elementary School,초등학교,경상북도,경상북도영주교육지원청,공립,36023 ,경상북도 영주시 풍기읍 금계로 72,"(풍기읍,풍기북부초등학교)",054-636-8514,https://school.gyo6.net/pgb,남여공학,054-636-8515,,N,일반계,,전기,주간,19630302,19630302,20260423
R10,경상북도교육청,8811059,풍기중학교,Punggi Middle School,중학교,경상북도,경상북도영주교육지원청,공립,36036 ,경상북도 영주시 풍기읍 동성로 34,"(풍기읍, 풍기중학교)",070-4773-9993,https://school.gyo6.net/punggims,남여공학,054-636-6622,,N,일반계,,전기,주간,19500315,19500315,20260423
R10,경상북도교육청,8811053,풍기초등학교,Punggi Elementary School,초등학교,경상북도,경상북도영주교육지원청,공립,36026 ,경상북도 영주시 풍기읍 기주로 110,(풍기읍),054-636-2396,http://school.gyo6.net/punggi,남여공학,054-635-7489,,N,일반계,,전기,주간,19080520,19080525,20260423
R10,경상북도교육청,8791073,풍북초등학교,Pungbuk Elementary School,초등학교,경상북도,경상북도안동교육지원청,공립,36617 ,경상북도 안동시 풍산읍 괴정2길 21-14,(풍산읍),054-858-6432,https://school.gyo6.net/pb,남여공학,054-858-6531,,N,일반계,,전기,주간,19190509,19280601,20260423
R10,경상북도교육청,8750475,풍산고등학교,Poongsan High School,고등학교,경상북도,경상북도교육청,사립,36621 ,경상북도 안동시 풍산읍 풍산중앙길 39,(풍산읍),054-858-6803,https://school.gyo6.net/poongsanhs,남여공학,054-858-2486,일반고,N,일반계,,전기,주간,19671005,19740301,20260423
R10,경상북도교육청,8791094,풍산중학교,Poongsan Middle School,중학교,경상북도,경상북도안동교육지원청,사립,36621 ,경상북도 안동시 풍산읍 풍산중앙길 39,(풍산읍),054-858-6802,http://school.gyo6.net/poongsanms,남여공학,054-858-3834,,N,일반계,,전기,주간,19470715,19470715,20260423
R10,경상북도교육청,8791074,풍산초등학교,Pungsan Elementary School,초등학교,경상북도,경상북도안동교육지원청,공립,36621 ,경상북도 안동시 풍산읍 하리들길 32,풍산초등학교,054-858-4013,http://school.gyo6.net/adps,남여공학,054-858-4650,,N,일반계,,전기,주간,19330925,19330925,20260423
R10,경상북도교육청,8951035,풍양중학교,Pungyang Middle School,중학교,경상북도,경상북도예천교육지원청,공립,36865 ,경상북도 예천군 풍양면 낙상1길 94,"(풍양면, 풍양중학교)",054-653-7378,https://school.gyo6.net/pungyang,남여공학,054-652-9319,,N,일반계,,전기,주간,19530401,19530401,20260423
R10,경상북도교육청,8951028,풍양초등학교,Pungyang Elementary School,초등학교,경상북도,경상북도예천교육지원청,공립,36865 ,경상북도 예천군 풍양면 낙상1길 50-10,"(풍양면,풍양초등학교)",054-653-7307,https://school.gyo6.net/pymast,남여공학,054-652-0261,,N,일반계,,전기,주간,19331129,19331129,20260423
R10,경상북도교육청,8791089,풍천중학교,Pungcheon Middle School,중학교,경상북도,경상북도안동교육지원청,공립,36759 ,경상북도 안동시 풍천면 풍요5길 14,", 풍천중학교 (풍천면)",054-853-2048,http://school.gyo6.net/pungcheon,남여공학,054-853-5850,,N,일반계,,전기,주간,19721228,19721228,20260423
R10,경상북도교육청,8791106,풍천풍서초등학교,Pungcheon Pungseo Elementary School,초등학교,경상북도,경상북도안동교육지원청,공립,36759 ,경상북도 안동시 풍천면 풍요5길 9,풍천풍서초등학교,054-842-1702,http://school.gyo6.net/pcps#popupNormal484919,남여공학,054-842-1706,,N,,,전기,주간,20160301,20160301,20260423
R10,경상북도교육청,8750214,하양여자고등학교,Hayang Girls High School,고등학교,경상북도,경상북도교육청,사립,38408 ,경상북도 경산시 하양읍 지식산업로8길 21,"(하양읍, 하양여자고등학교)",053-851-3013,https://school.gyo6.net/hayanghs,여,053-851-7488,일반고,N,일반계,,전기,주간,19791121,19791121,20260423
R10,경상북도교육청,8851100,하양여자중학교,Hayang Girls Middle School,중학교,경상북도,경상북도경산교육지원청,사립,38408 ,경상북도 경산시 하양읍 지식산업로8길 21,,053-851-3012,https://school.gyo6.net/hayangms,여,053-851-7488,,N,일반계,,전기,주간,19520401,19520401,20260423
R10,경상북도교육청,8851083,하양초등학교,Hayang Elementary School,초등학교,경상북도,경상북도경산교육지원청,공립,38436 ,경상북도 경산시 하양읍 대학로305길 25,"(하양읍, 하양초등학교)",053-851-2762,https://school.gyo6.net/hayanges,남여공학,053-851-0027,,N,일반계,,전기,주간,19110901,19110901,20260423
R10,경상북도교육청,8851084,하주초등학교,Haju Elementary School,초등학교,경상북도,경상북도경산교육지원청,공립,38699 ,경상북도 경산시 하양읍 무학로 48,,053-852-8868,https://school.gyo6.net/hajues,남여공학,053-853-8624,,N,일반계,,전기,주간,19740701,19750410,20260423
R10,경상북도교육청,8750634,학력인정경북미용예술고등학교,Certificate of Education Gyeongbuk Beauty Art High School(Three-year course),평생학교(고)-3년6학기,경상북도,경상북도교육청,사립,39504 ,경상북도 김천시 어모면 은림로 50-36,", 경북미용예술고등학교 (어모면)",054-430-3830,http://,남여공학,,일반고,N,전문계,,전후기,주야간,20110301,20110301,20260423
R10,경상북도교육청,8941059,학림초등학교,Haklim Elementary School,초등학교,경상북도,경상북도칠곡교육지원청,공립,39849 ,경상북도 칠곡군 가산면 학하7길 5,", 학림초등학교 (가산면, 학림초등학교)",054-971-7075,http://school.gyo6.net/haklim,남여공학,054-971-2346,,N,일반계,,전기,주간,19390415,19390415,20260423
R10,경상북도교육청,8761166,학천초등학교,Hakcheon Elementary School,초등학교,경상북도,경상북도포항교육지원청,공립,37564 ,경상북도 포항시 북구 흥해읍 도음로856번길 17,"(흥해읍, 학천초등학교)",054-262-5727,https://school.gyo6.net/dreami,남여공학,054-262-0596,,N,,,전기,주간,20100301,20100301,20260423
R10,경상북도교육청,8750763,한국국제조리고등학교,Korea International Culinary Arts High School,고등학교,경상북도,경상북도교육청,사립,36167 ,경상북도 영주시 영봉로 28,", 한국국제조리고등학교 (휴천동, 교육연구시설)",054-634-3623,http://school.gyo6.net/kic,남여공학,054-634-3626,특성화고,N,일반계,,전기,주간,19811231,19811231,20260423
R10,경상북도교육청,8750757,한국국제통상마이스터고등학교,Korea Global Business Meister High School,고등학교,경상북도,경상북도교육청,공립,38125 ,경상북도 경주시 감포읍 감포로12길 20,"20,  감포중학교/한국국제통상마이스터고등학교",054-775-3454,http://school.gyo6.net/kgbmhs/main.do,남여공학,054-744-3632,특목고,N,전문계,산업수요 맞춤형 고등학교,전기,주간,19530623,19530623,20260423
R10,경상북도교육청,8750775,한국미래농업고등학교,Korea Future Agricultural High School,고등학교,경상북도,경상북도교육청,공립,37271 ,경상북도 상주시 모동면 덕곡1길 13,"(모동면, 한국미래농업고등학교)",054-533-4080,https://school.gyo6.net/kfa,남여공학,054-728-9202,특성화고,N,일반계,,전기,주간,19671127,19671127,20260423
R10,경상북도교육청,8750807,한국미래산업고등학교,Korea Future Industry High School,고등학교,경상북도,경상북도교육청,사립,36095 ,경상북도 영주시 영봉로 49,", 영주동산고등학교 (하망동,동산여중고등학교)",054-630-7520,https://school.gyo6.net/kfi,남여공학,054-630-7575,특성화고,N,전문계,,전기,주간,19721226,19721226,20260423
R10,경상북도교육청,8750834,한국반도체마이스터고등학교,Korea Semiconductor Meister High School,고등학교,경상북도,경상북도교육청,공립,38168 ,경상북도 경주시 금성로 209,한국반도체마이스터고등학교,054-778-7800,https://school.gyo6.net/kjth,남여공학,054-778-7890,특목고,N,전문계,,전기,주간,19510925,19510925,20260423
R10,경상북도교육청,8750630,한국산림과학고등학교,Korea Forest Science High School,고등학교,경상북도,경상북도교육청,공립,36213 ,경상북도 봉화군 춘양면 서원촌길 8-14,(춘양면),054-673-3068,http://school.gyo6.net/korea-forest/,남여공학,054-673-3065,특성화고,N,전문계,,전기,주간,19720114,19720114,20260423
